id,Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay,Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Airline Name,Overall_Rating,Review_Title,Review Date,Verified,Review,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Wifi & Connectivity,Value For Money,Recommended,satisfaction,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
28,B6,768,PSE,MCO,3,262,180,0,KQmI30,Halie,Jewar,Female,53,France,Wiley Post Will Rogers Memorial Airport,US,United States,NAM,North America,12/05/2022,BRW,Katerine Bartolomivis,Delayed,Adria Airways,3,"""underwhelming and unimpressive""",10th October 2016,FALSE,"  Ljubljana to Amsterdam. First experience with Adria Airways was underwhelming and unimpressive. Flight sat on tarmac fully boarded for 20 minutes without explanation; causing 20 minute delay on arrival without comment from crew and despite many passengers with tight connections in AMS. Crew was the least personal I've experienced in my 30+ flights in 2016. The crew quickly passed through the cabin holding a large bottle of water but without offering it; everything else is buy-on-board at unappealing prices. Aging CRJ-900 showed its wear, limited on-air entertainment, but able to select bulkhead seat at check-in so legroom was good. Compared to inbound flight on Air France, Adria lacked any sort of the polished, personal touch that its in-flight magazine claims it wants to project. To LJU, however, the options are few and the schedules erratic, so Adria will often be the only rational choice for many sectors.",CRJ-900,Solo Leisure,Economy Class,LJU to AMS,Oct-16,3,1,1,2,2,,2,no,satisfied,Loyal Customer,42,Personal Travel,Eco,470,0,1,0,2,3,2,2,3,3,0,3,1,3,4,2,23
29,HA,206,HNL,OGG,3,300,36,1,uoKrdd,Jessamyn,Buddles,Female,6,Peru,Gamboma Airport,CG,Congo,AF,Africa,4/09/2022,GMM,Beau Stevens,Delayed,Adria Airways,3,"""very different experiences""",30th September 2016,FALSE,"  Ljubljana to Brussels. Two very different experiences. Flight from Ljubljana to Brussels nice and comfortable, CRJ900 cabin clean and pleasant. Very professional and nice cabin crew on JP376 flight on Aug 03. JP395 flight back on Aug 30 could not be more different. A319 cabin tired and uncomfortable, flight almost empty, cabin crew could not be more unprofessional, tired and not interested. A nightmare of a crew. The worst was a purser. I have never experienced such unmotivated flight attendant with totally not acceptable appearance. You can have a bad day, however even if it is your worst day ever, you should look professional enough for a flight purser. At the end of the day with buy on board service on JP flights the flight attendants make all the difference on board of the aircraft.",CRJ900 / A319,Couple Leisure,Economy Class,LJU to BRU,Aug-16,2,2,,4,,,4,no,satisfied,Loyal Customer,9,Personal Travel,Eco,972,0,1,0,2,4,0,4,4,4,3,3,1,3,4,0,0
30,OO,4746,BIS,MSP,3,300,85,0,BhLqLM,Clevie,Clubbe,Male,35,China,Kasaba Bay Airport,ZM,Zambia,AF,Africa,4/14/2022,ZKB,Fenelia Print,Delayed,Adria Airways,6,"""staff were all pleasant enough""",4th September 2016,FALSE,"Booked this flight after many years using Easyjet, got the flight at a very reasonable price, actually cheaper than easyJet. Flight outbound and inbound were ok and although departing slightly late, we arrived pretty close to scheduled time, outbound landing in Ljubljana was a bit rough. The staff were all pleasant enough and served complementary water, a small selection of other food and drink were for sale but some advertised items were not available. Seating is now a bit cramped with even less leg room than Easyjet, I am just 6' and my kness were toching the seat in front and were crushed further by the person in front moving and the person behind digging their knees into my back as thay wer oviosly struggling for room too. Much more cramped than the previous time I flew Adria over 10 years ago.",A319,Family Leisure,Economy Class,MAN to LJU,Sep-16,2,4,3,3,4,4,4,yes,satisfied,Loyal Customer,35,Personal Travel,Eco,3695,0,1,0,3,0,4,4,2,2,3,4,4,3,4,0,0
31,OO,6466,IYK,LAX,3,300,53,0,jy543k,Magdalen,Claiden,Female,14,China,Faleolo International Airport,WS,Samoa,OC,Oceania,7/22/2022,APW,Micky Luno,Delayed,Adria Airways,3,"""Adria do not take criticism well""",6th August 2016,FALSE,"  Gatwick to Ljubljana. Do not rely on Adria Airways to be communicative when anything goes wrong. My luggage went missing and nothing until they wanted to deliver it 10 days later. Adria do not take criticism well. I would say they are in denial most of the time. Their computer systems, like their staff, do not talk to each other. You have been warned!",,Couple Leisure,Economy Class,LGW to LJU,Jul-16,4,5,,1,,,3,no,satisfied,Loyal Customer,62,Personal Travel,Eco Plus,2948,0,1,0,3,5,0,5,5,4,1,2,2,2,5,34,19
32,US,1011,EWR,CLT,3,300,111,0,ow3B76,Celina,Boothebie,Female,58,Latvia,Gorge Harbour Seaplane Base,CA,Canada,NAM,North America,8/05/2022,YGE,Balduin Ingman,Cancelled,Adria Airways,1,"""Clean and fresh aircraft """,29th July 2016,FALSE,"  Tallinn to Stockholm with Adria Airways. Clean and fresh aircraft with Nordica livery. Pleasant boarding staff, clear announcements from FAs and cockpit informative. An innovative approach to meal service - selection of ""make your own sandwich"" - very fresh for 5.50 euros. Coffee, tea and water complimentary. Flight slightly delayed because of technical overhaul.",Canadair 700,Solo Leisure,Economy Class,TLL to ARN,Jul-16,5,5,5,5,,,5,yes,satisfied,Loyal Customer,21,Personal Travel,Eco,2823,0,1,0,3,2,0,2,2,2,2,2,2,3,2,4,0
33,US,1983,BOS,CLT,3,300,135,0,sP3mCk,Murvyn,Duff,Male,19,Germany,Nesson Airport,NC,New Caledonia,OC,Oceania,3/25/2022,HLU,Dorine Timmermann,Cancelled,Adria Airways,8,"""the airline did its job""",13th July 2016,FALSE,"Flew roundtrip on this short route from Zurich to Ljubljana with Adria Airways. On-time departure and arrival both times. No turbulence. Splendid views of the Alps. Both times, at both locations, bus trip to aircraft located off-gate. Flight announcements in Slovenian and passable English. A small glass of water served. Everything else - from cola to candy to croissant - available for purchase. Was able to select my seat in advance. Luggage left at staircase was available for retrieval at bottom of stairs on arrival. Ticket and gate agents very polite and spoke excellent English. The airline did its job. It got me to my destination on time. It is an impressive and efficient small airline that made the journey very pleasant.",CRJ 900,Business,Economy Class,ZRH to LJU,Jul-16,4,4,3,5,,,4,yes,satisfied,Loyal Customer,20,Personal Travel,Eco,2485,0,1,0,3,2,0,2,2,2,3,3,4,3,2,0,0
34,HA,108,HNL,KOA,3,302,41,0,yewgFO,Lyndsie,Dyball,Female,22,Czech Republic,Malabo Airport,GQ,Equatorial Guinea,AF,Africa,9/23/2022,SSG,Arlina Legging,Delayed,Adria Airways,1,"""nice and professional service""",11th July 2016,FALSE,"  Two short flights with Adria Airways (Ljubljana - Zurich and Munich -Ljubljana), both on time, aircrafts new, cabin bright and clean. Nice and professional service on both flights. On the morning flight out of Ljubljana I did not take any free newspapers and just said that I will sleep. The chief flight attendant before take off brought me a pillow for a more comfortable sleeps. Nice touch.",CRJ900,Solo Leisure,Economy Class,LJU to ZRH,Jul-16,5,5,,5,,,5,yes,satisfied,Loyal Customer,26,Personal Travel,Eco,2408,0,1,0,3,4,0,4,4,1,4,4,2,3,4,0,0
35,OO,6900,MKE,ORD,3,302,44,0,m3EzMU,Ashlie,Rotham,Female,44,Ireland,Zahn's Airport,US,United States,NAM,North America,11/23/2022,AYZ,Vicky Silmon,Delayed,Adria Airways,6,"""cabin staff rather absent""",10th July 2016,FALSE,"Lodz to Paris CDG and Munich to Lodz with Adria Airways. Decent service for short hops, like those I took. Small and cramped cabin in a clean CRJ700. The flight LCJ-CDG was nearly empty, so I felt like being in a private jet. MUC-LCJ with 65% load factor. Check-in via internet with an option to select seats without any problem, both flights on time. Cabin staff rather absent, just served a glass of water for free. Although we were informed about possibility to connect to on-board wi-fi, I couldn't manage to do that. If you do not expect a 5-star service, Adria should be a good option for quick and not too expensive flight.",CRJ700,Solo Leisure,Economy Class,LCJ to CDG,Jul-16,3,2,2,4,2,,3,yes,satisfied,Loyal Customer,20,Personal Travel,Eco,3009,0,1,0,3,4,0,3,4,1,2,3,1,4,4,0,0
36,9E,3975,GFK,MSP,3,305,68,0,L0fKMv,Gardiner,Ferbrache,Male,9,Sweden,Gora Airstrip,PG,Papua New Guinea,OC,Oceania,6/25/2022,GOC,Pamela Franiak,On Time,Adria Airways,3,"""never flying them again""",25th January 2016,FALSE,"Adria Airways flight from Pristina to Munich was smooth, return flight was terrible. Get notified flight is delayed (can see it on tarmac). Told there is a technical issue and we will fly to Ljubljana, Slovenia for a connecting flight. Reality, the flight was half full and we were forced onto another Adria flight so they could save a buck. Our recompense, a free meal at airport. Never flying with them again. When Lufthansa reps tell you this always happens it should be a sign.",,Solo Leisure,Economy Class,MUC to PRN,Jan-16,2,3,1,3,1,,1,no,satisfied,Loyal Customer,48,Personal Travel,Eco,1449,0,1,0,3,3,3,2,2,2,1,2,4,2,2,0,2
37,HA,102,HNL,ITO,3,305,49,0,CCMELG,Rudolph,Housbie,Male,74,Iran,Campbell River Airport,CA,Canada,NAM,North America,7/22/2022,YBL,Kirby Varvell,Delayed,Adria Airways,5,"""similar to low cost airline""",4th December 2015,FALSE,"Ljubljana to Amsterdam in Adria Airways Economy class. No free snacks or even drinks, which is very sad for a Star Alliance partner, because their fare prices are high but offer is similar to low cost airlines. Beverages which they sell in their ""Air shop"" looks nice on advert, beautiful pictures, but when you buy it, you get small sandwich with bad taste. I figured out It's better to buy a sandwich in airport caffe, than onboard.",A319,Couple Leisure,Economy Class,LJU to AMS,Sep-15,3,3,,3,,,2,no,satisfied,Loyal Customer,10,Personal Travel,Eco,3209,0,1,0,3,4,0,4,4,4,3,3,1,4,4,0,0
38,OO,4829,OMA,MSP,3,305,75,0,xzTlBZ,Dun,Craythorn,Male,32,China,Moki Airport,PG,Papua New Guinea,OC,Oceania,12/21/2022,MJJ,Dunn MacSkeagan,Cancelled,Adria Airways,7,"""what happened in last few months""",3rd October 2015,FALSE,"14 flights with Adria Airways this year. Flights usually on time, new aircraft, clean and bright cabins. Cabin crew members can be nice and professional or just fine. I do not know what happened in last few months; according to the last flight experience, this is not the right direction. On a flight to Moscow I experienced cabin crew getting from gloomy on a flight to SVO to even gloomier on a flight back to LJU. No smiles, just robotic and not interested in passengers and their comfort.  Well, at the end of the day, the real difference is the crew attitude. ",CRJ900,Solo Leisure,Economy Class,Ljubljana to Moscow,Sep-15,5,1,1,5,,,5,yes,satisfied,Loyal Customer,57,Personal Travel,Eco,2840,0,1,0,3,4,0,4,4,2,4,2,4,3,4,0,0
39,OH,6338,GSO,ATL,3,315,93,1,HKk0Wz,Dasha,Eppson,Female,37,Indonesia,Bairnsdale Airport,AU,Australia,OC,Oceania,1/11/2022,BSJ,Merci Jeduch,On Time,Adria Airways,9,"""very friendly and helpful staff""",20th September 2015,FALSE,"Flew in business class on Adria Airways  A319 on this short flight (1 h) from SKP to LJU. Very friendly and helpful staff - excellent business class service including a hot meal, warm bread cheese and marmalade. Better than the LH business class service. Flight arrived 25 minutes before STA - good job. Information about the route, weather and connections were given by the captain. Legroom in row 1 good, nice seats. Highly recommended this small but very functional airline.",A319,Business,Business Class,SKP to LJU,Sep-15,5,5,5,5,4,,5,yes,satisfied,Loyal Customer,25,Personal Travel,Eco,2534,0,1,0,3,2,0,2,2,3,5,2,1,4,2,0,0
40,OO,6505,LMT,SFO,3,315,95,0,HyzgMb,Bibby,Evershed,Female,73,Indonesia,Colonel Hill Airport,BS,Bahamas,NAM,North America,12/11/2022,CRI,Georgena Scanderet,Delayed,Adria Airways,5,"""service onboard was poor""",9th September 2015,FALSE,"Frankfurt to Ljubljana with Adria Airways. Boarding was on-time, but aircraft was parked on remote gate about 15 minutes from main terminal. So we departed about 25 minutes late. Service onboard was poor, with no complimentary drinks or snacks - they are available only for sale. Arrival was 15 minutes later than scheduled. Crew was friendly.",CRJ 900,Family Leisure,Economy Class,Frankfurt to Ljubljana,Feb-15,4,3,,3,,,3,no,satisfied,Loyal Customer,31,Personal Travel,Eco,2162,0,1,0,3,2,0,3,2,1,4,2,1,2,2,13,0
41,US,149,SEA,PHX,3,315,166,1,m0Y9PX,Ransom,Chippindale,Male,54,Peru,Minlaton Airport,AU,Australia,OC,Oceania,12/15/2022,XML,Lenci Aitkin,On Time,Adria Airways,6,"""service of a low cost airline""",4th September 2015,FALSE,"Adria Airways has the price of a regular airline, but the service of a low cost airline. All the beverages and food are for purchase. The seats are fine, staff is friendly. Since we usually travel very early in the morning or very late in the evening, we use the flight to rest. Every time we ask for a pillow, we get one. It might sound strange, but this is very important for us.",,Family Leisure,Economy Class,Ljubljana to Brussels,Aug-15,4,5,,5,,,2,yes,satisfied,Loyal Customer,22,Personal Travel,Eco,2352,0,1,0,3,3,0,3,3,2,1,2,2,3,3,0,0
42,US,1640,MCO,CLT,3,315,97,0,Dp1Yk1,Zelig,Brinded,Male,61,Brazil,Cincinnati Northern Kentucky International Airport,US,United States,NAM,North America,6/16/2022,CVG,Cosmo Rossbrook,On Time,Adria Airways,1,"""staff friendly but unobtrusive""",2nd September 2015,FALSE,"Excellent flights both ways with Adria Airways from Manchester to Ljubljana. Staff friendly but unobtrusive. Leg room far better than most economy flights, seats comfy and plenty of storage space. Flights on time, quick and efficient boarding and disembarking, smooth take offs and landings. All in all a very pleasant experience.",A319,Family Leisure,Economy Class,Manchester to Ljubljana,Aug-15,5,5,,5,,,4,yes,satisfied,Loyal Customer,17,Personal Travel,Eco,2748,0,1,0,3,1,4,4,3,1,3,4,4,1,4,427,440
43,US,908,TPA,CLT,3,315,96,0,qBeyHc,Rosalyn,Vondrys,Female,56,China,Rar Gwamar Airport,ID,Indonesia,AS,Asia,7/08/2022,DOB,Fowler Desquesnes,Delayed,Adria Airways,7,Adria Airways customer review,10th April 2015,FALSE,Outbound flight FRA/PRN A319. 2 hours 10 min flight. I thought drinks/snacks for sale but sandwich soft drinks were served complimentary. Inbound flights SKP/LJU/FRA CRJ900. each 1 hour 30 min flight. Skyshop menu was in a seat pocket and drinks/snacks were for sale. All flight crews were friendly. Security check at the Ljubljana airport for transit passengers was chaos however it's possible to go to a gate within 30min.,,,Economy Class,,,4,4,4,,0,,4,yes,satisfied,Loyal Customer,33,Personal Travel,Eco,2045,0,1,0,3,1,0,4,1,4,5,4,3,3,1,15,0
